slice_0based,pattern_id,cfu_id,pattern_n_members,cfu_n_events,Ap_pattern_pixels,Acfu_pixels,overlap_pixels,ratio,coverage,passes_overlap,passes_ratio,passes_coverage,passes_members
2,189,23,4,14,807,17,17,47.470588235294116,1.0,1,0,1,0
2,189,43,4,8,807,16,16,50.4375,1.0,1,0,1,0
2,189,74,4,5,807,28,28,28.821428571428573,1.0,1,0,1,0
2,191,72,2,5,432,37,37,11.675675675675675,1.0,1,0,1,0
2,212,66,2,6,871,29,29,30.03448275862069,1.0,1,0,1,0
2,213,35,2,10,1715,37,37,46.351351351351354,1.0,1,0,1,0
2,213,48,2,7,1715,38,38,45.13157894736842,1.0,1,0,1,0
2,213,62,2,6,1715,37,37,46.351351351351354,1.0,1,0,1,0
2,213,66,2,6,1715,29,29,59.13793103448276,1.0,1,0,1,0
2,213,77,2,5,1715,52,52,32.98076923076923,1.0,1,0,1,0
2,214,77,3,5,866,52,52,16.653846153846153,1.0,1,0,1,0
2,216,48,3,7,707,38,38,18.605263157894736,1.0,1,0,1,0
2,217,72,2,5,620,37,37,16.756756756756758,1.0,1,0,1,0
2,228,23,2,14,484,17,17,28.470588235294116,1.0,1,0,1,0
2,248,7,2,35,50,16816,50,336.32,1.0,1,0,1,0
2,260,35,2,10,1638,37,37,44.270270270270274,1.0,1,0,1,0
2,260,66,2,6,1638,29,29,56.48275862068966,1.0,1,0,1,0
2,261,32,4,10,3639,57,57,63.8421052631579,1.0,1,0,1,0
2,261,56,4,6,3639,94,94,38.712765957446805,1.0,1,0,1,0
2,261,65,4,6,3639,64,64,56.859375,1.0,1,0,1,0
2,261,70,4,5,3639,35,35,103.97142857142858,1.0,1,0,1,0
2,262,7,2,35,92,16816,92,182.7826086956522,1.0,1,0,1,0
2,263,7,2,35,95,16816,95,177.01052631578946,1.0,1,0,1,0
2,268,7,2,35,99,16816,99,169.85858585858585,1.0,1,0,1,0
2,269,7,2,35,99,16816,99,169.85858585858585,1.0,1,0,1,0
2,274,56,3,6,6699,94,94,71.26595744680851,1.0,1,0,1,0
2,274,65,3,6,6699,64,64,104.671875,1.0,1,0,1,0
2,274,70,3,5,6699,35,35,191.4,1.0,1,0,1,0
2,282,7,2,35,97,16816,97,173.36082474226805,1.0,1,0,1,0
2,283,7,2,35,92,16816,92,182.7826086956522,1.0,1,0,1,0
2,292,7,2,35,86,16816,86,195.53488372093022,1.0,1,0,1,0
